"subj_code","condition","desktop_conf","attent_conf","Ysym_side","test_stimulus","dv_selection","age","gender","tech_issues","explanation","dv_selection_rec"
"XsWo8mFefbnL",8,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Big.svg",0,47,"2: female",NA,"I just feel like reading all the information that this is the right answer","not-Ysym"
"ys8VQPhDvrfX",8,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Big.svg",0,22,"1: male",NA,"The left one was larger than the right, the right was the same size, only flipped.","not-Ysym"
"1rFyspXLKvKt",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",2,38,"2: female",NA,"I went with the shape I thought I recognised most.","Ysym"
"1tA3YMkoLGWg",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",0,36,"2: female",NA,"the triangle on the left was the most different to the original triangle","not-Ysym"
"7zkt221vz5Ge",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",0,35,"1: male",NA,"It has a different shape to the first object. Given the option, I expect that if something has the same intensity of radiation it would come from the object of the same shape","not-Ysym"
"b0WYiaYiMXcT",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",1,33,"2: female","None","Whilst I would like to think it was the similar shape that was emitting the same radiation there was nothing to back this up therefore there was no way I could be sure","None"
"bSJ73KhlCFRq",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",2,27,"2: female","N/A","Just because it was the most different shape in comparison to the first one.. so imagining that if it is emitting different rays, then perhaps a tell tale sign could be shape and form.","Ysym"
"fHrk1CEBBKxw",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",0,60,"2: female","no issues noted","The different shape would be giving off the different rays!","not-Ysym"
"JMXJk7HY70TW",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",0,47,"2: female",NA,"The one on the right was more of a similar shape to the first one","not-Ysym"
"MHCIsYLunnud",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",0,37,"2: female","I didn't notice any, thanks.","The righthand shape appeared to be the same shape (though I believe it was facing the other direction!), as the initial shape I saw. I assumed the same shape may emit the same sort of radiation – assuming there could be a direct relationship between form and function/behaviour!","not-Ysym"
"NeLEQIzFMZVd",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",0,22,"2: female","none","unsure, gut leans to the left based on similarity of the shapes","not-Ysym"
"PBcFuofTL5Hi",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",0,52,"1: male","If you want to know the gender of someone use man and woman. Male and female are sex terms.","Differentr symbol, ther is not enough evidence to say the shapes even have anythimg to do with radiation so in many ways it was a 50/50.","not-Ysym"
"UFNwz1SOIf21",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",0,52,"2: female","No errors","I thought shapes that are most similar would likely emit the same rays but that is purely an assumption.","not-Ysym"
"YHcuNb388RXj",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",0,19,"2: female","none","As the original shape was the triangle on the right I presumed that if there was a different radiation emission it would have to be a different shape","not-Ysym"
"ymUS6KT8KoWj",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",2,55,"2: female",NA,"I assumed that the fact that alpha waves were being emitted - even if in a different frequency - meant that the shape was similar to the first rather than completely dissimilar","Ysym"
"yxZH127M6kvI",9,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Angle.svg",2,45,"2: female",NA,"The right shape was of an arrow pointing down - I took that to mean that this would mean lower radiaton","Ysym"
"1UwfkJMksjQx",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,41,"2: female",NA,"The shape was laying horizontally therefore I assumed this was the one giving a different reading","not-Ysym"
"3cXVbccoLTB9",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",2,22,"2: female","N/A","It was facing a different direction.","Ysym"
"5x02YCknCN2e",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,18,"1: male","DIDNT SPOT ANY TEXT PROBLEMS","THE SHAPE ON THE LEFT WAS ON ITS SIDE THEREFORE I CAME TO THE CONCLUSION THAT THE SHAPE WAS GOING TO EMIT A DIFFERENT RADIATION COMPARED TO THE SHAPE THAT WAS UPRIGHT","not-Ysym"
"96bptoa1eGiP",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",2,53,"1: male",NA,"The shape on the previous screen with the same buzz was the opposite way around on one of the shapes. The other picture showed the same shape but turned 90 degrees clockwise","Ysym"
"9vtBmWVOxp5f",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,51,"1: male",NA,"Simply because this shape was pointing sideways. The other was pointing downwards as was the symbol on the previous screen.","not-Ysym"
"a4yljjjzZPuD",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,43,"2: female",NA,"I chose the triangle that was pointing in a different way to the one I saw previously as this may have been an indicator that it was different to the previous one (therefore omitted a different intensity). The one I didn't choose appeared to be identical to the shape I saw previously.","not-Ysym"
"aNp3B8fBbH1V",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",2,25,"1: male","n/a
","merely because it was facing a similiar direction
","Ysym"
"dyMzTx6Tsn6e",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,30,"1: male",NA,"It was rotated differently.","not-Ysym"
"EBYQQDcRpsJs",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,38,"2: female","None","Assume that the orientation of the shape has some correspondence with emissions.","not-Ysym"
"fbwZrpKNqMT7",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",2,42,"1: male",NA,"The triangle on the left was the same as the first, and had been rotated; whereas the one on the right was a flipped version of the original. Ergo, I decided the left hand one was perhaps more similar.","Ysym"
"jsacW10yicOu",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,49,"2: female",NA,"Because the triangle on the left seemed to be pointing in a completely different direction, whereas the triangle on the right seemed to be just a reflection of the original triangle which makes me assume they're connected in some way","not-Ysym"
"l3ClckaH8Y2o",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,31,"1: male",NA,"the right side appears to be the same as the page before, so I went with the one that looked as though the symbol was rotated differently.","not-Ysym"
"naKONdn51WzU",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,23,"1: male","N/A","The orientation of the shape on the left is the same as the one I saw on the screen before, so I assumed that they both emit the same amount of alpha radiation.","not-Ysym"
"pIF22qcJ2kVC",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,21,"1: male",NA,"The rectangle on the left had a different black object/ picture/ shape from the other two rectangles. The other two were the same.","not-Ysym"
"R815wkRGGPoY",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,64,"2: female","none","the shape appeared to be the same just facing a different way. With no other evidence I would say the one on the left would be different","not-Ysym"
"sK3XLKBYQLC6",10,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_90_Rotation.svg",0,54,"1: male","All OK.","It looks like a symbolic language of some kind. If I read it right, the left shape was in the same orientation as the 1st one so I expect it to have the same radiation signature.","not-Ysym"
"6VuSoQ2fqZ2K",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",0,38,"1: male","None","It was the same shape as the previous screen so I pull presume it’s that shape","not-Ysym"
"Bz8oaRVMIshD",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",2,40,"2: female",NA,"It seemed like the shape was pointing downwards so it made sense to me that it might be emitting different/less radiation","Ysym"
"CRZdYMuoIt0t",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",0,52,"1: male","no errors","I based the answer on the position of the black triangle chosing the one that was positioned differently to the original.","not-Ysym"
"dx75EHxzx7qd",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",2,21,"2: female",NA,"it was facing a different direction to the other arrow","Ysym"
"GqfR0B0rF3hK",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",2,24,"1: male","n/a","From memory the shape on the right was different to the initial shape that was emitting Alpha rays so decided that because it is different it would be more likely to be the one producing slightly different intensity rays.","Ysym"
"hKZacKcdfmbB",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",1,59,"1: male","It all seemed fine.","I felt there was no scientific or certain way of determining which shape was emitting a different intensity and so felt I could not make a choice.","None"
"jDyuGlcvEMQL",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",2,34,"1: male",NA,"direction of width progression indicates radiation difference","Ysym"
"jU4nkSBfMBGC",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",2,68,"2: female","I didn't notice any.","I just based it on the fact that the photo on the left was the other half of the first photo, so would guess it would emit the same amount of rays...","Ysym"
"jzE0wNGoYjAt",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",2,63,"1: male","none noted","if I recalled correctly the left shape was oriented the same way as the one I was first shown it therefore seemed a reasonable guess that this one would be behaving the same was in the second picture.","Ysym"
"KQkln6jMRimz",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",0,42,"2: female","Nothing that i noticed","I chose the shape on the left because it is positioned very differently from the initial shape.  This made me think that the greater the difference in the shapes the more likely they will be to emit different rays.","not-Ysym"
"qzKutcIWu9wp",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",0,29,"1: male",NA,"The shape in the second picture that's the same as the original shape logically is more likely to be emitting the alpha rays, potentially due to the design of the glyph or a communication method of some sort. It's possible it's completely random, but a sequence of some sort makes sense","not-Ysym"
"saozmz51Gjf7",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",0,41,"2: female","none","I imagined that the different shaped was emitting a different amount of alpha rays","not-Ysym"
"ufVAJu8sbSdf",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",0,21,"1: male","None","I would assume that the same shape and direction would be emitting the same amount while the shape pointing in the different direction would have a different intensity","not-Ysym"
"uyQYn4QLxtdP",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",2,48,"1: male",NA,"I recalled the shape of the first image.","Ysym"
"YruG2za6Ws0F",11,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_180_Rotation.svg",0,56,"2: female","Non","It was opposite of the first emmision","not-Ysym"
"2j1wuIUxIUR6",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",0,39,"1: male","n/a","I chose that one as I think the first one was pointing down","not-Ysym"
"aHEuVW2doiox",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",2,42,"1: male",NA,"I think it was the new shape added (the way the triangle was displaed) which corresponded to the description.","Ysym"
"bSxdlpMJv1fl",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",0,37,"1: male",NA,"the one on the left was emitting the different ray because it was different to the 1st shape shown which makes it the obvious answer","not-Ysym"
"D5mgZCCratuS",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",0,70,"1: male","didn't ask for profilic ID or confirm that it already had it","I think the first shape was different","not-Ysym"
"Ddsu5WREKh02",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",2,51,"1: male",NA,"The shape on the right is a vertical axis mirror image of the original shape, whereas the shape on the left is not a mirror image nor a rotation of the original image and therefore has less similarity to it.","Ysym"
"DdvAAcx3ryKL",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",0,49,"2: female",NA,"the one that I chose does not correlate or fit with the initial shape so it must give off different energy","not-Ysym"
"EcATRGVahrq0",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",0,32,"2: female",NA,"it seems like it would be this one as it is not the same as the previous","not-Ysym"
"fE6QIg85DTU2",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",1,27,"2: female","n/a","I was unsure what I was being asked or how to determine which shape it was.","None"
"HuhEpqVzA1yA",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",2,33,"1: male","All good","That was shown as a different way and slightly different shape to the one found in the rectangle","Ysym"
"kacywAFwiMzz",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",2,23,"1: male",NA,NA,"Ysym"
"MBzrp6OQ8fl5",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",2,47,"1: male","Don't think so","Simply because they other shape had been emitting the alpha radiation.","Ysym"
"oD2KSK3bFys3",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",2,38,"2: female",NA,"The orientation of the shape is different","Ysym"
"PsOYjHqbzZLC",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",2,38,"1: male",NA,"I think the fact that it was pointing downwards made me think it would be different from the original one","Ysym"
"RnTKqPnP2zVd",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",2,66,"1: male",NA,"No real logic, except that it was on the right hand side","Ysym"
"V2QGsszTO7DZ",12,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Symmetry.svg",0,61,"1: male","none","its facing the wrong way up - ie looks upside down.","not-Ysym"
"11Hn6WDKU3GW",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",2,41,"2: female",NA,"I think the orientation of the shape was different from the first shape they examined.","Ysym"
"1ODWLOFuBbkn",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",1,35,"2: female","None.","I have no idea which one would be producing the same amount.","None"
"3bnJL0Ktu8nw",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",0,31,"1: male","I did find it a bit harsh making sure that I would concentrate. I always try my best on these studies and offer my full participation. I hope your research goes well and that you reflect on the tone you pass down to your participants, as it does create a sense of annoyance in the user.","The symbol is in a different position, so I assume that is the one that is different.","not-Ysym"
"3Ntp9bvU7n6G",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",2,50,"2: female",NA,"Based on the info provided.","Ysym"
"5AFLaxl3fmR4",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",0,43,"1: male","none","It appears more serious than the other as it is set higher and more alert","not-Ysym"
"6mv2WvOo70k2",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",1,53,"1: male","none","I'm not sure if the symbol that looked the same as the first one was identical or the last shape that was the opposite","None"
"8cxpvDvSpfog",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",2,56,"2: female",NA,"The object on the left was shown on the first page and the other object on the right was shown later and this was related to the information in the text, so I chose the latter object","Ysym"
"8ilgfKh1LiSw",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",0,50,"1: male","Everything was fine. Thank you.","I'm making the assumption that the alpha ray source in each box is positioned in the same location and that the black triangle is a hole in a material that would otherwise prevent alpha rays from exiting. 

Therefore the location of the black triangle (hole) is a more important factor for producing the same output level of alpha rays than the triangle being in the same orientation as the original triangle.","not-Ysym"
"ChukDlwyN0Ns",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",2,29,"2: female",NA,"It was a differnt placement and reflection of the original","Ysym"
"dl0l5XBwRYBg",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",0,49,"2: female","None.","The shape was further up in the rectangle shape.","not-Ysym"
"dVp51pW7auuo",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",2,25,"2: female",NA,"I think it is the object on the right because it is different from the initial image. It only makes sense that the object on the right emits the same rays because it is similar to the initial image.","Ysym"
"dWaSQRYM0yL7",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",1,20,"1: male","none","The shapes are the same just in different positions and direction. I think they all react the same","None"
"F4ejB7cdXhtX",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",0,26,"1: male",NA,"It seems like it might be different because the shape is off center","not-Ysym"
"fqTLVww01OVo",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",2,46,"2: female",NA,"The rectangle I chose was different to the first one","Ysym"
"HpAFNBUZb2w2",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",0,30,"2: female",NA,"I think that based on the scientific information provided this is the one that was easiest to identify","not-Ysym"
"KAmANJxzFp6J",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",0,24,"1: male",NA,"The position of the triangle on the left was different to the first shape, whereas the one on the right was the same. So I went for the one on the left being different.","not-Ysym"
"mqvR5YlYZkzW",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",0,36,"1: male","n/a","the left one was at a different location in the square, might indicate higher levels of radiation","not-Ysym"
"rAUHIGPTnUhm",13,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_Y_Translation.svg",2,29,"2: female","none","The black shape was in a completely different position that the first shape I was shown. So if it is different it will be emitting different rays.","Ysym"
"1utUQ9aAX8Al",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",1,24,"3: non-binary",NA,"I think the triangles could indicate the form of radiation but i have no evidence of this, so i am unsure.","None"
"2A5D436xCc34",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",0,41,"1: male",NA,"It was in a different area whereas the other was in the same","not-Ysym"
"6MMBKwHnCpTR",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",2,44,"2: female",NA,"I would assume the same shape emits the same rays and the different shape may emit a different amount of alpha rays.","Ysym"
"d1C2si1g8Orz",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",2,42,"2: female","none","I felt the position of the shape and the way it was pointing led me to believe this","Ysym"
"E46QE38q6YYC",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",2,22,"2: female",NA,"The fact it was central like the other shape, was my only real indicator leading to my choice.","Ysym"
"g1yXAkDS6VWq",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",2,62,"1: male",NA,"i remembered the shape from the first picture","Ysym"
"p2clnGmkiX91",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",0,30,"1: male",NA,"The shape was reversed from the previous one that was emitting alpha radiation so it seems logical that the same shape would be emitting alpha radiation and the different shape would emit different radiation.","not-Ysym"
"pK1yVOH4RKNr",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",2,56,"2: female","no errors","I though it was facing a different direction to the original shaped pictured.","Ysym"
"QkMiiFz34zev",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",2,56,"2: female",NA,"because I assume that the shapes that are the same are the ones omitting the same radiation","Ysym"
"qwjniMVV1fDc",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",0,49,"2: female",NA,"I went for position rather than the shape. As the second shape is not centred like the first one was I believe that would be the reason.","not-Ysym"
"TLap3YbEfBES",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",2,54,"2: female","none","I tried to choose the different shape than I had seen before. I'm not completely certain that I chose the different shape to the original one but I think I did.","Ysym"
"UdzEFpqC4HVE",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",0,49,"1: male",NA,"Because the shape is to the side whereas I think I recall the other was in the middle. So my assumption was to pick the one to the side of the rectangle","not-Ysym"
"X8iVHPy39OzP",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",0,31,"1: male",NA,"The left object had a different position of shape to the original rectangle and the right object. It stands to reason the placement of the shape dictates the level of alpha rays.","not-Ysym"
"xoDijq6NaaRA",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",0,74,"1: male","None","I remember the first triangle to have the same orientation as the right hand one","not-Ysym"
"YGjQKQXndKoH",14,"1: I confirm","1: I will take it seriously","right","img/2D_Right_Y_Symmetry_X_Translation.svg",2,24,"1: male",NA,"As it is an opposite shape to the other ones shown, it is fair to make the deduction.","Ysym"
