"subj_code","condition","desktop_conf","attent_conf","Ysym_side","test_stimulus","dv_selection","age","gender","tech_issues","explanation","dv_selection_rec"
"ENUfAEHctcA6",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"24","1: male",NA,"It was a different shape to the original shape.","not-Ysym"
"fUyBLnOBz0zM",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"22","1: male","none","the triangle is a different shape","not-Ysym"
"gkgCD9TUlAnw",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"30","2: female","N/A","I chose the left, because going by the picture, the shape on the right looked like the one we already saw before.","not-Ysym"
"H3NsLUFQWpvY",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",2,"35","2: female",NA,"I thought that one would be different as it was a different shape.","Ysym"
"Lh7hmikc2lu8",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"34","1: male","I had no issues, thank you.","I think I remembered the right object being the same as the object in the first picture.","not-Ysym"
"NnS3dpwLUrVP",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"30","2: female",NA,"The angles of the triangle were quite different.","not-Ysym"
"oVWcDQokuaNd",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"34","2: female","n/a","The object on the right looked more similar to the initial object in the first picture","not-Ysym"
"W9GHGsbwkgcA",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"22","1: male",NA,"The original image contained the one on the left. That leads me to think that the one on the right is emitting differently.","not-Ysym"
"x9gxwRyAPTws",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"43","2: female",NA,"I felt like the object on the right looked the same as the object on the previous screen, so on that basis I assumed that if it looked the same, it would behave the same.","not-Ysym"
"zC5GxdqELcaF",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",2,"27","1: male",NA,"The left one was the same shape as the initial object, so I assumed they would have the same radiation signature. Compared to the right object which is of a different shape.","Ysym"
"471oBp3WeA6T",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"26","1: male",NA,"the only diffeence between this object and the one of the first page was the objects possition so that is what i based my choice on","not-Ysym"
"4a4Yd48YY1A1",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",1,"29","2: female","None","I’m not sure which one would transmit more rays","None"
"aCdSozj5DNgx",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"41","1: male",NA,"I used what I read and the descriptions of the pictures to make an assemsment and then a judgement call.","not-Ysym"
"bJfLsndbkfua",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"65","2: female",NA,"In retrospect, it could have been either one, but since the first one was in a 'standing' position, I assumed that the one in a different position would emit different rays, or a different intensity. I'm a bit ashamed of my answer now as there is no way of knowing which one and basing it on previous experience isn't sufficient evidence!","not-Ysym"
"et7PGSWjd9tR",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"21","2: female",NA,"one of them was rotated differently but you dont know what the object is.  I dont know if the orientation effects the radiation because they might be different objects","not-Ysym"
"hJwNIeJuvnUt",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",2,"51","2: female",NA,"I went for the one that was directed in the same position as the first one directed down towards the ground","Ysym"
"kFjmxRV5vohR",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"56","2: female","none","Actually, I don't believe the shape of the object would make it emit a different radiation signal but maybe the pointy shape facing the astronaut would affect the size of the signal.","not-Ysym"
"KkTOp5QIC3qH",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"48","1: male",NA,"It is probable that the object on it's side is the one that is emitting different levels (as it's in a different config to the first object observed) but there is no definitive info to make that choice certain.","not-Ysym"
"LJTvAyq2lVPk",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"38","1: male",NA,"this object is lying down compared to the original and so is different","not-Ysym"
"mVatmt3sRdah",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"46","1: male",NA,"I based it on the fact it was not upright like the one in the first image","not-Ysym"
"OW162XIy9dRj",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"53","1: male","there were none","the one on the right look the same as the last picture","not-Ysym"
"SMwQax4xiEuG",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",1,"45","2: female",NA,"It didn't give enough information to answer the question.","None"
"tuCssPVKS5g4",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"29","1: male","none","Similar ry likely to be emitted by something of similar size and location. The one on the left was on the floor so may emit different amount of ray","not-Ysym"
"xkfEcCgcHcPL",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"28","1: male","The whole text and image needs to be scrolled to be read. Perhaps it could be that there's no need for scrolling?","If I had to reason a guess, it would be because the left object was found at a different orientation. If two later objects were found and one was found in the same orientation and another at a different orientation, then possibly the differently orientated one is emitting at a different frequency than the first.","not-Ysym"
"YaJaPigdkGIm",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,"44","1: male",NA,"I feel the different position of the object was the key factor in my choice. It seems to be pointed towards the person unlike the other two examples.","not-Ysym"
"11ydNGTdwMgS",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",1,"27","2: female",NA,"Difficult to know without more information","None"
"6Dk3bi0B4aMC",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",2,"59","2: female","None","Because of the direction the object was pointing.","Ysym"
"GdwRUPsz60Lf",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,"29","1: male","None.","It's a different way up compared to the initial object, which might affect the type of rays it's omitting.","not-Ysym"
"GjXkqAJbqlia",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,"56","2: female","i didnt come accross anything","it looked bigger so thats why i chose that one","not-Ysym"
"IXgQU9f3eSZF",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,"29","2: female","none","the shape was in a different direction, therefore i feel it must be that item","not-Ysym"
"KQlJVVpLmSTa",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,"25","2: female",NA,"It appeared the same as the object which was previously omitting the same rays","not-Ysym"
"nYU9s5IuJzVY",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",2,"24","4: prefer not to say",NA,"The object I chose seemed more unusually placed, which is why I picked it.","Ysym"
"OYkJHZPOJzgk",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,"45","1: male","No errors whatsoever - everything was clear and worked well for me.","Quite simply, the description given and the shape of the object leads me to conclude that the newly-discovered object is the one emitting lower alpha ray amounts.","not-Ysym"
"pvNSa2ptRuyS",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,"68","2: female","none","THE ONE ON ITS OWN HAD THE POINT FACING DOWN SO I'D EXPECT THAT TO be emitting the same alpha rays and the one with the upward point be different.","not-Ysym"
"SHVD1oXKKjj9",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",2,"32","2: female","No errors and issues","Because of the shape of the object, I would think that the one on the left has alpha rays but the composition of it is different. Things tend to be weird and inexplicable when it comes to ET life. I would also imagine that because of the one to the left being different, how the rays are captured would be different","Ysym"
"T7GXfywSuPTy",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",2,"27","1: male","None","Because of the angle of the shape","Ysym"
"unijY0oxs5kW",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",2,"47","2: female",NA,"Beacuse of the shape of the object it seemed logical it would emit a different type of alpha ray.","Ysym"
"VDj0h2DTQ0wW",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",1,"25","1: male",NA,"i have no idea why one would emit differently from the other","None"
"wdTcE4t0vyYC",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,"38","1: male","None","Different orientation","not-Ysym"
"wLFwM0nW2DXr",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,"68","2: female","no","It was a different way up.","not-Ysym"
"2MOQlTad968c",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,"41","2: female","n/a","The first image showed a picture of a triangle with the tip at the bottom. The second image had the same looking triangle, but also a triangle with one of its sides touching the bottom. I assumed that the different looking triangle on the second image would be emitting a different type of radiation.","not-Ysym"
"5KbzE3p1rw0y",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,"21","3: non-binary","Nothing to add.","The object on the right was the same as the first object, so it's only natural that it would share the same radiation levels, whereas the other object is flipped, so it's probably the one that has the differing levels.","not-Ysym"
"5Ze9lMO0zFuG",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,"27","1: male","N/A. Study was easy to understand and use.","To be honest both objects had been rotated differently to the original, but I chose the object that had been spun 180 degrees so effectively looked upside down compared to the first. 
","not-Ysym"
"ALe3kJGS6Udl",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,"39","1: male","No errors.","1st picture is of the left object. new picture is of the right so would assume the different rays are from the right object.","Ysym"
"cz82HRZwXCzv",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",1,"31","2: female","I didn't notice any errors during the study.","I wouldn't be sure about which one was radiating a different level of radiation as it's a new planet that I assumed we don't know a lot about. I don't think you can base radiation levels on looking at the object and which way around it was.","None"
"E6k1qivyMHgB",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",1,"26","1: male","I did not come across any errors during the study","Given the fact that I don't have enough information to make a confident decision I am absolutely uncertain.","None"
"I61cZVPCd6SG",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",1,"34","1: male","N/A","Its hard to determine what is emitted","None"
"jKOYpccfhNIN",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,"34","1: male",NA,"Based simply on how the two look in the second image, it makes sense that the one that is emitting Alpha Rays in the first image is also emitting Alpha Rays in the second","not-Ysym"
"lI3A2bXIIp9d",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,"38","1: male","no issues","the object on the right is the other way up, so different to the other two objects","Ysym"
"mcQnXi0mrhQn",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,"22","2: female","n/a","I mean, I thought it may be that one simply because the base was wider whereas the other, though flipped, was the same shape and had the same base point. This, in my mind at least, made it more likely in my mind to have the same type of radiation things coming from it.","not-Ysym"
"NneQeyvdkDRC",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,"64","2: female",NA,"I think the object in the first scenario was in the same position as the one to the right in the second scene.","Ysym"
"R9PKy6tzNR0p",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,"26","1: male",NA,"The point on this was facing up, on the first imagine it was facing down (on the ground)","not-Ysym"
"RX9FjpI2mU5W",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,"22","2: female",NA,"the right image didnt make any sense to me, the left object of the image seemed to land properly and the shadow seemed. to align with the object, I basically followed my gut instinct.","not-Ysym"
"TD5tS3uTf1vV",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,"27","1: male","None.","My gut was telling me it was the one on the right and in the sequence of the story the one on the right-hand side seemed to fit.","Ysym"
"xGi1mGN1FU3n",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,"30","1: male",NA,"Object looked the same as the initial object. Safely assume that both would hold similar properties with nothing else to go on other than visuals.","not-Ysym"
"0GYgwUqjKNHb",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,"32","1: male",NA,"In the first scene, the object emitting X amount of alpha rays was shown grounded. In the second scene I guessed that the grounded object might be the one which emits the same amount of alpha radiation.","not-Ysym"
"1xMjN3ikonyY",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,"44","2: female",NA,"the positioning to the ground was different than the original image","not-Ysym"
"32ust2hPJ1SC",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,"67","2: female","all ok","They are oriented differently but I didn't think that would matter as waves would be emitted over 360 degrees. the elevation seemed more important so I chose that.","not-Ysym"
"4Fjs0QlmjiW5",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,"39","2: female",NA,"One was much further from the ground and looked less like the first one.","not-Ysym"
"avk0pyJkfVV1",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,"19","2: female","none","the position of which block was giving which intensity of alpha rays wasn't stated","None"
"HkvvsA1IWjrH",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,"65","1: male",NA,"It appeared that the left one was floating, making it more mysterious, whereas th right one appeared to be fixed into the ground. Neither is sufficient to answer the question really","not-Ysym"
"JGoxbmq05i2y",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,"76","1: male","none","I was working on the principle that the right hand object was different spatially than the other so that this was the one emitting the different rays.","Ysym"
"LdqvTtsWBsfY",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,"46","1: male","none","It appeared in a different position in the image.","not-Ysym"
"mjrhZTHrY7Oe",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,"27","1: male",NA,"I copied the same as the first screen","not-Ysym"
"rJEPnLTLK4FO",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,"32","1: male",NA,"based on the fact it was raised from the ground.","not-Ysym"
"rXFw4B8I8wAC",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,"28","2: female",NA,"I really don't understand, so I chose uncertain.","None"
"tpHTtvopVOsx",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,"27","2: female","no errors","Because it was higher","not-Ysym"
"WMU4rzqKGQwg",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,"56","2: female",NA,"There’s no criteria for determining which is emitting more rays","None"
"xIeI0f327Wly",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,"55","2: female",NA,"THe object I chose was in a different orientation to the object on the previous page","Ysym"
"yBbyxukGfzIl",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,"38","2: female",NA,"The first block was touching the surface so in the second picture one of the blocks was touching the surface so appeared to be the same as image one. Whereas the other block in the second image was raised therefore must have been emitting the different radiation","not-Ysym"
"1Ms6xfJ7shzT",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,"33","2: female","none","I would be guessing so i was honest and picked that i was uncertain","None"
"1WGX274qpVC0",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,"31","1: male","N/a","It looked alittle bit bigger","not-Ysym"
"3uLJJg5edHvF",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,"40","1: male",NA,"There is no way of knowing which one was emitting more rays as the items were identical","None"
"6uUnr2v8Qczk",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,"20","2: female",NA,"I made my decision based on what was displayed in the photograph taken.","Ysym"
"83i0Wr4xtVY6",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,"23","2: female","n/a","I cannot understand how it would look under these conditions","None"
"c7sezUmO5v2F",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,"58","2: female",NA,"i think that the triangle was facing that way to make it the object on the right","not-Ysym"
"f4WYSciwRfP6",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,"61","1: male","None","The Astronaut on the right seems to look as though he is slightly more distorted than the one non the left.","Ysym"
"K0vBA7qEbEVE",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,"23","1: male",NA,"I tend to favour my left side instinctively, so that's my go-to choice.","Ysym"
"K1CbRnTOsNXF",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,"39","1: male","I didn't notice any.","In the first image the tringle object was straight on the left hand side, and slanted on the right. Just by this I am assuming it's the same type of object in the 2nd instance, therefor it would be the other object that has the different rays. Though this could be totally wrong id the objects were at opposite ends just by looking at them from the other side.","Ysym"
"K5KVFC6xyiEB",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,"31","2: female",NA,"They saw the object on the left first, so I think the object on the right is emitting different rays because they compared it to the first one","not-Ysym"
"nxhOZLIsxPMs",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,"45","1: male","NONE","I WOULD EXPECT THE SECOND OBJECT ON THE LEFT TO BE SAME AS THE FIRST OBJECT ON THE LEFT","Ysym"
"oRDyQJ5fJEsp",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,"33","1: male",NA,"They are both the same object. They might be different angles bit They are the same dimensions and colour ultimately","None"
"qPjdHR9WITCI",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,"20","1: male","None","The Object on the right was facing the opposite way from the left one and the object from the first picture was facing the same way as the left one.","Ysym"
"YdADGAT5MgKk",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,"32","1: male",NA,"It was just a mirror image, each side of the picture was identical so I couldn't tell.","None"
"yLqlHImgEGPv",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,"33","1: male",NA,"I chose the object which had a different orientation to the single object shown in the first image.","Ysym"
