"subj_code","condition","desktop_conf","attent_conf","Ysym_side","test_stimulus","dv_selection","age","gender","tech_issues","explanation","dv_selection_rec"
"Ku8wPZNXbMf4",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",2,45,"2: female",NA,"i think the robot on the right was the first to pick it up","Ysym"
"LjQqNjIWfMZb",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,44,"1: male",NA,"The left object was larger so more likely to emit a larger amount","not-Ysym"
"Nn9aaHMf85xD",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,22,"1: male",NA,"The object is larger so probably has more radiation to emit","not-Ysym"
"ToU7CR68BIhQ",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",1,43,"2: female",NA,"Unable to give any logical reason as to why this would happen","None"
"j5MKhocdELd0",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",1,24,"2: female",NA,"The only available information provided is the shape and size of the triangle. The area of the object can impact the intensity. However as no specific figures or data was provided it is uncertain which object was emitting similar to the initial object.","None"
"sZsPBFBcnUa4",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",1,62,"1: male","no errors, all went well.","i read and took my time taking in all the info but it wasnt made clear which piece was which and they are all similar in looks and shape","None"
"39ODZKqAX3po",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,41,"2: female","none","I think the alpha rays shape in the first photo was similar in shape to the shape on the right in the second photo, so I would assume that would also emit similar rays.","not-Ysym"
"ADMyGnc872kE",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,51,"1: male","It was fine and straightforward to follow.","I remembered that the first black, triangular, object picked up had a narrow base, with the other two sides being similar to one another.","not-Ysym"
"BUESgp0fHBKu",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",1,30,"1: male",NA,"There simply isn't enough information for me to make an informed decision.","None"
"BwLYB4uyZrx0",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,22,"2: female",NA,"It may be that the difference in alpha ray emission affects the rover's perception of the object, so the object was picked up in a different way","not-Ysym"
"EnFaLvvSZ8aQ",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,24,"1: male","None at all","It was a different shaped triangle.","not-Ysym"
"F8ICITkSgdiJ",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,50,"1: male","No errors in the actual study once it began, although when i first clicked to start it came up with a message stating the study wasn't available and to come back later and try again later which i did.","I made the choice of the left one because the right one was the object that was picked up first and it was the second object that was emitting different rays.","not-Ysym"
"OF4fa5kIv4Pn",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,50,"2: female",NA,"The item on the left appeared to be the same shape as the initial object so I've made an assumption that it is identical in substance also to the first object that omitted radiation. Now I think about it this is probably completely the wrong assumption to make and that really I don't have enough information to assume  that it would be the same in substance just because it is the same shape!!!","not-Ysym"
"OJiM5oIwbrie",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,50,"1: male","no issues","Think the right hand shape was same as original image.","not-Ysym"
"PH6U4MRiXszW",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,54,"2: female","None","I thought the object that looked similar to the first would be more likely to emit the same intensity of alpha rays.","not-Ysym"
"QfNtLPSb7KRK",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",2,25,"2: female","N/A","I feel the object when turned changes view","Ysym"
"bsQtbfziHJ8j",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",2,56,"2: female",NA,"the previous object that was emitting a similar amount of alpha rays was the same shape","Ysym"
"e02NDGWkSr3n",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,33,"1: male",NA,"The left object is a different shape to the one on the right which is the same shape that was previously picked up and therefore would make me believe that the different shape has something to do with the different Alpha Rays/Radiation being emitted from the 2 different object.

This could obviously be false if information about the different objects were included in this study.","not-Ysym"
"gQaqz5YFyGrb",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,69,"1: male","all fine","I think that the right hand object was same as previous screen therefore left hand would be emitting different radiation","not-Ysym"
"luP3mDH9A9f9",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,38,"2: female","I did not notice any issues.","The object to the right was the same shape and size as the 1st object so would therefore be likely to be emitting the same signals. The object to the left was a different shape and so therefore likely to be emitting slightly differing signals.","not-Ysym"
"nwYQbCwEdjtA",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,32,"2: female",NA,"I think that the triangle on the left was dissimilar to the original mystery object. Given that was the only difference I could easily discern I made my decision in grouping based on that.","not-Ysym"
"1fBWUg8USxIp",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,45,"2: female","N/A","the robot that got the first object was holding it in a particular way so picked the one that matched the shape","not-Ysym"
"32Bda3HlVoov",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,53,"1: male",NA,"As it was in a different position as the one that had the previous radiation","not-Ysym"
"4fdXoSEThAKu",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",2,54,"2: female",NA,"THE LEFT ROVAL HAD THE MUGS IN THE VERTICAL POSITION WHILE THE RIGHT ONE HAD IT IN THE HORIZONTAL POSITION. SO IF THE LEFT ROVER HAS THE OBJECT IN THE HORIZONTAL POSITION, IT SHOULD APPEAR ON THE VERTICAL FOR THE RIGHT ROVER","Ysym"
"BVIN3vwry3M7",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",1,39,"1: male",NA,"they both look identical, I can't see how I'd know without more information.","None"
"GkxhwN7bcWEg",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",1,47,"2: female","no","I couldn't really be sure so I chose that option.","None"
"H8HQmn7h7eQF",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",1,34,"2: female",NA,"I picked unsure because the two objects where similar shape but the machine pick it up a different way","None"
"L087yJVjHEcm",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,24,"2: female",NA,"The shape of the object on the left was different to the one previously shown in the image, which was the same as the one shown to the right","not-Ysym"
"UfkPmj4gSuWb",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",1,32,"1: male",NA,"I do not think the orientation of the object when picked up by the robot will have anything to do with the alpha rays it emits.","None"
"UhdNzNXymKRA",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",2,23,"2: female",NA,"Because the object is more upright i thought this was something to do with the rays","Ysym"
"cKMiB7uNXKWM",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,34,"2: female","No issues at all.","Reason why l chose the left image it was because it looked from the previous picture s l just assumed it was the ne giving the different signal from the first one.","not-Ysym"
"dDvfl9DrowFT",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",1,33,"2: female","none","because there is no way of telling which one it is. They are both similar in shape and colour to the original piece","None"
"ehUGO1EYClp8",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",1,55,"2: female",NA,"The shapes were both the same so it could have been either of them.","None"
"spzD5HwTGHL9",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,39,"1: male",NA,"it appeared differently compared with the first object","not-Ysym"
"xfejimzpscHV",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",1,20,"2: female",NA,"The robots can rotate the object. So, while initially I would have selected the object with the same orientation as the previous object; i realised it had most likely just been rotated by the robot. Therefore there is no way to know which is more similar","None"
"xfsvGJ2W3vs1",10,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation.svg",0,22,"1: male",NA,"it appeared to me that the object on the left was the right answer because of it's different orientation to the initial object.","not-Ysym"
"1220aMxp7eSU",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,45,"1: male",NA,"Point was up opposed down was my only reasoning","not-Ysym"
"5v9iyBGhlgx3",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",1,35,"1: male",NA,"As the arms can rotate the objects it is impossible to tell the difference between the two objects","None"
"BbZZXlLg4gkn",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",1,51,"1: male","No errors","Both objects looked identical to me, therefore I would say it's impossible to decide which one is giving off different emissions","None"
"C9cInTRtw5Nf",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,29,"1: male",NA,"I think that one was the same rotation as the one in the previous screen so that's why I picked it","not-Ysym"
"CFDjmm9ymLaB",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,20,"1: male",NA,"If it was put down given the movements the robots arms can make it would be picked up by the other robot in the orientation shown on the left.","not-Ysym"
"LocxS7HRNBpD",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,56,"1: male","All worked properly and without any problems. Thank you.","The object on the left is similar to the initial object ie. they are mirror images of each other. The object is at a different orientation and therefor is likely to also be different in the kind of radiation it contains.","not-Ysym"
"Qi6yu0MLvarq",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,51,"1: male",NA,"The left one was pointing up, where as the first object found was pointing down as to was the second right one","not-Ysym"
"b0z8Wt4aEjss",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,26,"1: male",NA,"The left object is a different rotation to the previous one where as the right object is the same, so I'd think that one is the different material.","not-Ysym"
"hNeGRiyNqOTs",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,34,"2: female",NA,"I believe the first object was picked up with the long point pointing down. The second object was picked up with the point pointing upwards. The second object, I decided was different alpha rays.","not-Ysym"
"hsi4AXJceMrv",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,48,"1: male",NA,"It was a guestimate I had no idea how I could tell","not-Ysym"
"iBt2DZ6zgMq4",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,42,"2: female","None","I feel it was the object on the left because of the sequence of events that took place and the corresponding photograph of the first object radiating which was linear to the story.","not-Ysym"
"q6WdjB1vttOj",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",1,25,"2: female",NA,"I wouldn't be able to be sure due to the shape and how the robot has picked the object up (e.g., the mug scenario, it was able to move the object around fully)","None"
"qw088zHFH7sw",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,65,"2: female",NA,"Because it was positioned differently but the same as the first one","not-Ysym"
"tFlFfABnddzc",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",0,35,"1: male",NA,"For me, it was the left object as it was held in a different position to the first object found.","not-Ysym"
"yW3LDyu8jmuu",11,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Rotation_180.svg",1,25,"2: female",NA,"I think there is no different in the two objects.","None"
"2ddKJfOd6kKD",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,27,"1: male","n/a","I chose the right-hand side because it had a larger surface area pointing towards the sky.","Ysym"
"62kraDPWQz41",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",1,21,"1: male","No","My gut feeling","None"
"8mXW4w8ZIQFJ",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,34,"2: female","no errors","I chose the left one because it was a different way up to the initial triangle","not-Ysym"
"AtY0btnB5A5e",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,27,"1: male",NA,"Given that we found that one first, I assume that's causing the waves","Ysym"
"EwHEBEcsrvnl",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,24,"1: male",NA,"It could probably be the right item because it was picked up previously.","Ysym"
"IU6LlTLiTI2z",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,40,"1: male","None","Guess made on intuition and gut feeling","Ysym"
"NVW0JhLmiODa",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,54,"1: male",NA,"The second one is the other way up - so must be the one with lower intensity","not-Ysym"
"OEyCmlyDybpx",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",1,54,"1: male",NA,"did not really understand the last picture","None"
"Pwwi42tinhJO",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,62,"1: male","ok","Orientation of the object","not-Ysym"
"RivvdhIwItCt",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",0,53,"1: male",NA,"well, I think the other object would make a pair with the one found earlier hence the intensified emitting of the rays","not-Ysym"
"TfIa0JUhm0AV",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",1,28,"2: female","No issues","Both rovers picked up similar items and have been moving them around. There is no telling which one is the first one that was picked up as even though one of the items in the second picture was rotated the same, they have been moving the items.","None"
"XhAk7IMXXbZF",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,40,"2: female",NA,"No explanation as such.  It was just the one I was drawn to the most.","Ysym"
"YXT4ciQkfQ5w",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,42,"1: male",NA,"I based it on the shape and orientation of the object. It's almost impossible to say but that was the only discernible difference.","Ysym"
"kVOlv5VWuzPV",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,71,"2: female","none","I went for the right object as it was upside down","Ysym"
"u0obZ5MQt7uJ",12,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Symmetry.svg",2,50,"1: male",NA,"I think that was the right decision based on what I read.","Ysym"
"0qOG0xp8bCvD",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,31,"1: male","No errors, it went smoothly","There's no way to tell given from the description, you are given no hints as to which one might be radiating more more intense alpha rays","None"
"17hlNNzbjw7V",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,46,"2: female",NA,"It was the same shape as the previous photo on the previous screen","not-Ysym"
"33xr7Fq40ulD",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,31,"1: male","n/a","I based it on the fact the object is at a higher position which to me would indicate it has only just been lifted, hence the 2nd object has a different radiation emission.","not-Ysym"
"8rAghSDGGqO6",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,51,"2: female","No errors","I made this choice as on the previous screen with the first object that was emitting the rays the robot was on the right of the screen, so i felt that the new object would be more on  the left side.","not-Ysym"
"FnQg219FOKsV",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,20,"2: female","none.","both of the other two objects are identical in look and there is nothing particularly telling about either one or their frequencies so it's difficult to know for certain which one is emitting a different frequency.","None"
"HLxzrN3YVSX8",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,51,"2: female","none","The object on the left was the same shape as the initial object, so I chosethe other one. I don't believe there can be any certainty though.","Ysym"
"VzhqwlgJqFB6",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,40,"2: female",NA,"All three of the objects looked the exact same","None"
"di0BVkjpbNRT",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,66,"1: male",NA,"Alpha rays are related to altitude. Lower one emits more.","Ysym"
"m8KHXNIRuccu",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,30,"2: female","none","there was no indication that I noticed to suggest either object would be connected to the initial object","None"
"mDhCPocJbeaW",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,44,"1: male","none","Closer to the ground","Ysym"
"pkBtbshKYIDJ",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,29,"1: male","None","Higher than the other so may transmit better","not-Ysym"
"t0OYaUAnGd77",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,28,"2: female",NA,"I was a little confused by what the question was asking so selected the middle option.","None"
"u6wzyfWv6Pk8",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,30,"1: male","None.","I just wasn't fully confident that the alpha rays and the machines were going to be the same each time. I couldn't fully commit.","None"
"yXYwBJD1HjSY",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,26,"1: male",NA,"Only difference is the reflection of the shape, depending on the angle the photo was taken at either sides could have the same shape as the initial photo. There is also no guarantee that the shape of the object defines the radiation.","None"
"z0Gk1riY3Ft2",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,34,"2: female",NA,"I think I chose it as I think the direction of the triangle is different","Ysym"
"2KL9aCk7uTxE",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,38,"1: male",NA,"I would need to know more information to base a decision on","None"
"IumgnjPmMYdv",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,30,"1: male","no errors experienced","I believe it is the left robot arm based on the image I saw in the previous page which showed the angle of the black object being a certain way and the left robot arm had it in this declration.","not-Ysym"
"LLjDoss3Q51F",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,27,"1: male","No issues.","Both robots on the image and the objects look identical. I can't see a way to tell.","None"
"Mq30eFfLRyQ9",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,72,"1: male","Nothing that I could see.  It all looked normal.","I think the first pickup probably was from the robot on the right.  Most people are right handed, so they do things from a right handed perspective.  So I think the robot on the left was the second one to pick up the object, and I think that was the one that had the more radiation, as I read from the narrative.","not-Ysym"
"My4CnGICWo25",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,31,"1: male",NA,"The only basis I had was the way the object was show/picked up. I compared it to the previous item that was picked up.","not-Ysym"
"T6aAjANmfSrE",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,30,"1: male",NA,"I think this is the shape I saw in the initial picture","not-Ysym"
"UW5oXd5elCCD",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,26,"1: male",NA,"Either 1 could be emitting rays, so unsure as the 1st 1 definitely is","None"
"ZGRZhQrJxfio",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,28,"1: male","No problems","Because I think it had a different chirality than the first object that was detected.","not-Ysym"
"cJlWXVp5jMdm",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,34,"1: male",NA,"I was very close to picking ""absolutely uncertain"" because I couldn't be sure at all, but the question mentioned intuition and for some reason I felt like it was the one on the left. I don't have any information to go on, so it was just a feeling. I had to imagine seeing radiation waves or feeling heat from the object.","not-Ysym"
"fJWH8O3VqBb4",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,30,"1: male","No issues.","I think the shape of the original object was the same as the one on the right, whereas the left hand side one was being held differently. so I said the left was different.","not-Ysym"
"gdb56Ktj6snz",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,61,"2: female","none","I feel that the one I chose was the same shape as the original (could be wrong) and therefore emitted the same alpha ray","Ysym"
"hTBtCYvATH3y",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,25,"1: male",NA,"I believe the first object was picked up from the right hand side.","not-Ysym"
"hxJ0damwvK9O",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,34,"1: male",NA,"I tried to identify which object in the second picture had the same angle as in the initial picture and base my choice on that.","not-Ysym"
"k3AoXZZEzBxZ",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,37,"2: female","None","I couldn't see that there were any differences between the items or the ways that they had been collected.","None"
"nZyoGVtqPr0F",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,27,"2: female",NA,"It looked like there was a neon green line coming from the robots arm on the left that the one on the right did not have.","not-Ysym"
